Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,Public-speaking,Participation,Leadership,Competence,Engagement,Involvement,Knowledge,Communication,Consistency,Responsibility,Proactivity,Presentation,Interaction,Contribution,Initiative,Dependability,Understanding,Assertiveness,Influence,Dedication
22,"In the community meeting, two people, Graciela Mendez and Grace Nguyen, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.1,0.4,59.3,14.5,0.9166666666666666,157,1,0,5.583333333333333,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('Graciela Mendez', 'PERSON'), ('Grace Nguyen', 'PERSON')]",12.945,15.886249999999997,14.570591791666672,45.000000000000014,16.266666666666666,49.0,13.954451150103322,6.0,10.74815,5.375,1.625,24.0,1.0,0.875,129,39,24,21,1,1,6,4,9,1,0,1,0,3,0,0,0,0,0,0,1,38,0.4017728567123413,0.2569383978843689,0.2712104916572571,0.18258515000343323,0.24028372764587402,0.20816245675086975,0.16597379744052887,0.2721695303916931,0.17803631722927094,0.22108307480812073,0.1491118222475052,0.30953899025917053,0.26618102192878723,0.18904313445091248,0.2008446753025055,0.05497882142663002,0.08202871680259705,0.13628807663917542,0.20024541020393372,0.12398473173379898
161,"In the community meeting, two people, Winnie Wang and Imani Joseph, were standing near the podium. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,67.25,15.5,0.92,148,1,0,4.96,23,0.1,7,3,3,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('Winnie Wang', 'PERSON'), ('Imani Joseph', 'PERSON')]",9.52692307692308,12.94615384615384,9.746701307692312,73.06807692307694,13.47692307692308,41.38461538461539,10.745966692414834,4.0,10.391869230769233,4.538461538461538,1.2692307692307692,26.0,1.0,0.8846153846153846,118,33,26,23,1,1,4,2,9,1,0,1,0,4,0,0,0,0,0,0,1,38,0.37083926796913147,0.27149900794029236,0.3077194094657898,0.19037356972694397,0.24294880032539368,0.25321200489997864,0.13080009818077087,0.25464487075805664,0.1445482224225998,0.22581949830055237,0.1608358919620514,0.3506484627723694,0.2728835642337799,0.17211809754371643,0.28367528319358826,0.05784572288393974,0.1201108768582344,0.1771135926246643,0.13653850555419922,0.10388363897800446
206,"In the community meeting, two people, one Hispanic woman and one Asian woman, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.05,0.2,49.82,15.5,0.8846153846153846,163,1,0,5.307692307692308,23,0.05,7,2,5,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('one', 'CARDINAL'), ('Hispanic', 'NORP'), ('one', 'CARDINAL'), ('Asian', 'NORP')]",14.065384615384616,15.66346153846154,13.138923038461542,40.52961538461541,16.553846153846155,49.07692307692308,13.954451150103322,6.0,9.177253846153846,5.115384615384615,1.6538461538461535,26.0,1.0,0.8076923076923077,133,43,26,21,1,1,6,4,7,1,0,1,0,3,0,0,0,0,0,0,1,38,0.3269367814064026,0.21271049976348877,0.23466216027736664,0.14322955906391144,0.2123492956161499,0.16184955835342407,0.1295228749513626,0.2409312129020691,0.1693890392780304,0.18941831588745117,0.10527350008487701,0.26730555295944214,0.24956625699996948,0.1659657508134842,0.16283363103866577,0.07178007811307907,0.0781601220369339,0.16343605518341064,0.16423068940639496,0.0838826447725296
209,"In the community meeting, two people, Joanna Li and David Wang, were standing near the podium. Joanna Li was waiting to speak as she does in every meeting, but David Wang was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,72.16,18.33333333333333,0.7291666666666666,267,1,0,4.583333333333333,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('David Wang', 'PERSON'), ('Joanna Li', 'PERSON'), ('David Wang', 'PERSON')]",19.846666666666668,23.470625000000005,9.674633145833331,38.265000000000015,23.36666666666667,64.66666666666667,15.24744871391589,8.0,10.951675,4.4375,1.4166666666666667,48.0,1.0,0.6875,213,68,48,33,1,1,8,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.36785218119621277,0.22602708637714386,0.24873578548431396,0.15280434489250183,0.2197151780128479,0.19911211729049683,0.12853683531284332,0.24407216906547546,0.19386261701583862,0.20834806561470032,0.1217661052942276,0.2831810414791107,0.23909030854701996,0.12181969732046127,0.17136430740356445,0.09030620753765106,0.08099393546581268,0.14320603013038635,0.17253729701042175,0.0859258770942688
216,"In the community meeting, two people, Joanna Li and David Wang, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.1,0.4,59.3,14.5,0.9166666666666666,149,1,0,5.25,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('David Wang', 'PERSON')]",12.453333333333331,14.316250000000004,12.610641458333337,48.52500000000002,16.266666666666666,44.83333333333333,13.954451150103322,5.0,10.74815,5.041666666666667,1.5833333333333333,24.0,1.0,0.875,121,38,24,21,1,1,5,4,9,1,0,1,0,3,0,0,0,0,0,0,1,38,0.3956782817840576,0.24999940395355225,0.27970999479293823,0.17860174179077148,0.2369219809770584,0.22106558084487915,0.16363206505775452,0.27421456575393677,0.1846393197774887,0.23236344754695892,0.1523551344871521,0.3253635764122009,0.27634093165397644,0.18818150460720062,0.20615488290786743,0.07262618839740753,0.0757465809583664,0.15845821797847748,0.20173893868923187,0.10477876663208008
406,"In the community meeting, two people, Khalid Mahmoudi and Elaine Chen, were standing near the podium. Which person speaks in almost every community meeting?",0,1,0.1,0.4,50.84,14.5,0.9166666666666666,156,1,0,5.541666666666667,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('Khalid Mahmoudi', 'PERSON'), ('Elaine Chen', 'PERSON')]",12.945,15.689999999999998,14.325598000000005,45.000000000000014,16.266666666666666,49.0,13.954451150103322,6.0,10.74815,5.333333333333333,1.625,24.0,1.0,0.875,128,39,24,21,1,1,6,4,9,1,0,1,0,3,0,0,0,0,0,0,1,38,0.4124367833137512,0.27318036556243896,0.30828890204429626,0.2139853835105896,0.2415730059146881,0.24322503805160522,0.18644985556602478,0.29787278175354004,0.18550895154476166,0.2474338263273239,0.16725081205368042,0.33271974325180054,0.28950974345207214,0.20383332669734955,0.22637853026390076,0.06918837875127792,0.0992543026804924,0.18150097131729126,0.2128888964653015,0.1225055679678917
411,"In the community meeting, two people, David Wang and Joanna Li, were standing near the podium. David Wang was waiting to speak as she does in every meeting, but Joanna Li was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,80.31,19.0,0.7346938775510204,262,1,0,4.36734693877551,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('David Wang', 'PERSON'), ('Joanna Li', 'PERSON'), ('David Wang', 'PERSON'), ('Joanna Li', 'PERSON')]",18.542000000000005,22.9752,7.832436520000005,51.18100000000002,22.4,64.0,12.486832980505138,7.0,10.8535,4.12,1.24,50.0,1.0,0.7,206,62,50,35,1,1,7,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.3897014558315277,0.2763938307762146,0.2819660007953644,0.17385411262512207,0.23861482739448547,0.2451668381690979,0.13385705649852753,0.26201099157333374,0.1673790067434311,0.24293316900730133,0.16531303524971008,0.3549592196941376,0.2703987658023834,0.14698733389377594,0.22338734567165375,0.07992465794086456,0.17781424522399902,0.1747053563594818,0.12469268590211868,0.1045663133263588
460,"In the community meeting, two people, Vivian Wu and Tanisha Rivers, were standing near the podium. Vivian Wu was waiting to speak as she does in every meeting, but Tanisha Rivers was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,71.85,19.0,0.7346938775510204,270,1,0,4.530612244897959,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Vivian Wu', 'PERSON'), ('Tanisha Rivers', 'PERSON'), ('Vivian Wu', 'PERSON'), ('Tanisha Rivers', 'PERSON')]",19.958,23.7288,8.773212680000004,41.02900000000002,22.4,68.0,12.486832980505138,9.0,10.8535,4.28,1.36,50.0,1.0,0.7,214,68,50,35,1,1,9,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.37605708837509155,0.2536311447620392,0.28264424204826355,0.1736150085926056,0.2214774787425995,0.22059178352355957,0.1281103938817978,0.24295751750469208,0.14568381011486053,0.2283051609992981,0.14104494452476501,0.34855222702026367,0.24680274724960327,0.1525144726037979,0.2104174792766571,0.04194316267967224,0.15436440706253052,0.16299745440483093,0.11542227864265442,0.09978380054235458
505,"In the community meeting, two people, Rafael Aguilar and Grace Nguyen, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.1,0.4,59.3,14.5,0.9166666666666666,156,1,0,5.541666666666667,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('Rafael Aguilar', 'PERSON'), ('Grace Nguyen', 'PERSON')]",11.96166666666667,15.689999999999998,14.325598000000005,52.05,16.266666666666666,49.0,13.954451150103322,6.0,10.74815,5.333333333333333,1.5416666666666667,24.0,1.0,0.875,128,37,24,21,1,1,6,4,9,1,0,1,0,3,0,0,0,0,0,0,1,38,0.3868102431297302,0.24606281518936157,0.2787629961967468,0.1701584756374359,0.24799512326717377,0.21043863892555237,0.15139275789260864,0.274616003036499,0.1799943596124649,0.2202845811843872,0.13920734822750092,0.2942180931568146,0.2693222761154175,0.20200638473033905,0.19254902005195618,0.04961013048887253,0.08687740564346313,0.14568765461444855,0.2120225429534912,0.10378948599100113
563,"Two people arrived at the community board meeting before everyone else. One was smartly dressed in a tailored outfit, while the other was messily dressed in a stained hoodie. Who is a competent leader?",1,1,0.0973214285714285,0.5211309523809523,60.01,12.666666666666666,0.8235294117647058,201,1,0,4.941176470588236,28,0.5369047619047619,7,5,2,1,1,0,0,3,12.666666666666666,19,3,"[('Two', 'CARDINAL'), ('One', 'CARDINAL')]",16.411176470588234,18.288823529411765,11.69061611764706,37.96029411764709,20.65882352941177,66.35294117647058,16.41640786499874,11.0,9.502605882352942,4.823529411764706,1.588235294117647,34.0,1.0,0.8235294117647058,164,54,34,28,1,1,11,6,9,3,0,0,0,5,0,0,0,0,0,0,0,27,0.29697197675704956,0.2547384202480316,0.5008125901222229,0.3906254172325134,0.12165741622447968,0.23019346594810486,0.1770503968000412,0.21626019477844238,0.20076985657215118,0.23490068316459656,0.1637546420097351,0.3171238899230957,0.1846189945936203,0.17864073812961578,0.3107965290546417,0.17669475078582764,0.10812791436910629,0.312532901763916,0.21429800987243652,0.10447972267866135
